Wavelength (nm)	Dark	Wavelength (nm)	Reference	Wavelength (nm)	Sample 1 - 08.11.2019-11:35:13	Wavelength (nm)	Sample 2 - 08.11.2019-11:40:21	Wavelength (nm)	Sample 3 - 08.11.2019-11:45:29
530.500	9808.000	530.500	0.000	530.500	-Inf	530.500	NaN	530.500	-Inf
532.400	9791.000	532.400	0.000	532.400	-Inf	532.400	NaN	532.400	NaN
534.400	9739.000	534.400	0.000	534.400	NaN	534.400	NaN	534.400	NaN
536.400	9746.000	536.400	5.000	536.400	-0.477	536.400	NaN	536.400	NaN
538.400	9828.000	538.400	0.000	538.400	NaN	538.400	NaN	538.400	NaN
540.400	9765.000	540.400	0.000	540.400	-Inf	540.400	NaN	540.400	-Inf
542.400	9765.000	542.400	0.000	542.400	-Inf	542.400	NaN	542.400	NaN
544.400	9791.000	544.400	0.000	544.400	-Inf	544.400	-Inf	544.400	NaN
546.300	9780.000	546.300	0.000	546.300	-Inf	546.300	NaN	546.300	NaN
548.300	9800.000	548.300	0.000	548.300	-Inf	548.300	NaN	548.300	NaN
550.300	9792.000	550.300	0.000	550.300	-Inf	550.300	NaN	550.300	NaN
552.300	9902.000	552.300	0.000	552.300	NaN	552.300	-Inf	552.300	-Inf
554.300	9913.000	554.300	0.000	554.300	-Inf	554.300	NaN	554.300	-Inf
556.300	9901.000	556.300	0.000	556.300	-Inf	556.300	NaN	556.300	NaN
558.300	9800.000	558.300	0.000	558.300	-Inf	558.300	NaN	558.300	-Inf
560.300	9835.000	560.300	0.000	560.300	-Inf	560.300	NaN	560.300	NaN
562.200	9801.000	562.200	0.000	562.200	-Inf	562.200	NaN	562.200	NaN
564.200	9857.000	564.200	0.000	564.200	-Inf	564.200	NaN	564.200	NaN
566.200	9805.000	566.200	0.000	566.200	-Inf	566.200	NaN	566.200	NaN
568.200	9876.000	568.200	0.000	568.200	NaN	568.200	NaN	568.200	NaN
570.200	9762.000	570.200	0.000	570.200	NaN	570.200	NaN	570.200	NaN
572.200	9824.000	572.200	0.000	572.200	-Inf	572.200	NaN	572.200	-Inf
574.200	9927.000	574.200	0.000	574.200	-Inf	574.200	NaN	574.200	-Inf
576.100	9977.000	576.100	0.000	576.100	NaN	576.100	-Inf	576.100	NaN
578.100	9947.000	578.100	0.000	578.100	NaN	578.100	NaN	578.100	NaN
580.100	10019.000	580.100	0.000	580.100	NaN	580.100	NaN	580.100	-Inf
582.100	9990.000	582.100	0.000	582.100	NaN	582.100	NaN	582.100	NaN
584.100	10135.000	584.100	0.000	584.100	NaN	584.100	NaN	584.100	NaN
586.100	10154.000	586.100	0.000	586.100	NaN	586.100	-Inf	586.100	-Inf
588.100	10404.000	588.100	0.000	588.100	-Inf	588.100	NaN	588.100	-Inf
590.000	10485.000	590.000	5.000	590.000	-0.699	590.000	NaN	590.000	NaN
592.000	10796.000	592.000	0.000	592.000	-Inf	592.000	NaN	592.000	-Inf
594.000	11167.000	594.000	0.000	594.000	NaN	594.000	NaN	594.000	NaN
596.000	11668.000	596.000	0.000	596.000	NaN	596.000	NaN	596.000	-Inf
598.000	12391.000	598.000	0.000	598.000	-Inf	598.000	NaN	598.000	-Inf
600.000	13056.000	600.000	0.000	600.000	NaN	600.000	NaN	600.000	NaN
602.000	14235.000	602.000	0.000	602.000	NaN	602.000	NaN	602.000	-Inf
603.900	15972.000	603.900	0.000	603.900	NaN	603.900	NaN	603.900	NaN
605.900	18759.000	605.900	15.000	605.900	-0.637	605.900	NaN	605.900	-0.540
607.900	21939.000	607.900	0.000	607.900	-Inf	607.900	-Inf	607.900	-Inf
609.900	24577.000	609.900	15.000	609.900	-0.166	609.900	NaN	609.900	-1.280
611.900	25929.000	611.900	111.000	611.900	NaN	611.900	1.744	611.900	0.466
613.900	25891.000	613.900	146.000	613.900	0.196	613.900	NaN	613.900	0.386
615.900	25607.000	615.900	84.000	615.900	0.146	615.900	NaN	615.900	0.301
617.800	25473.000	617.800	0.000	617.800	-Inf	617.800	NaN	617.800	-Inf
619.800	25484.000	619.800	0.000	619.800	-Inf	619.800	-Inf	619.800	NaN
621.800	25682.000	621.800	137.000	621.800	0.043	621.800	0.465	621.800	-0.234
623.800	26283.000	623.800	34.000	623.800	NaN	623.800	-0.689	623.800	-0.514
625.800	26699.000	625.800	0.000	625.800	-Inf	625.800	-Inf	625.800	-Inf
627.800	27239.000	627.800	0.000	627.800	NaN	627.800	-Inf	627.800	-Inf
629.800	27235.000	629.800	96.000	629.800	0.535	629.800	-0.325	629.800	-0.516
631.700	27124.000	631.700	93.000	631.700	NaN	631.700	0.176	631.700	-0.249
633.700	26842.000	633.700	59.000	633.700	0.391	633.700	-0.055	633.700	-0.644
635.700	26756.000	635.700	0.000	635.700	-Inf	635.700	NaN	635.700	-Inf
637.700	26524.000	637.700	71.000	637.700	NaN	637.700	-0.041	637.700	-0.342
639.700	26616.000	639.700	0.000	639.700	NaN	639.700	-Inf	639.700	-Inf
641.700	26649.000	641.700	89.000	641.700	1.949	641.700	0.036	641.700	-0.232
643.700	26686.000	643.700	83.000	643.700	NaN	643.700	0.577	643.700	-0.353
645.600	26788.000	645.600	83.000	645.600	0.965	645.600	1.618	645.600	-0.441
647.600	27021.000	647.600	0.000	647.600	-Inf	647.600	-Inf	647.600	-Inf
649.600	27110.000	649.600	58.000	649.600	0.023	649.600	0.073	649.600	NaN
651.600	27126.000	651.600	77.000	651.600	NaN	651.600	NaN	651.600	-0.448
653.600	26990.000	653.600	106.000	653.600	1.025	653.600	NaN	653.600	0.344
655.600	26899.000	655.600	33.000	655.600	0.740	655.600	NaN	655.600	-0.906
657.600	27425.000	657.600	0.000	657.600	-Inf	657.600	NaN	657.600	-Inf
659.500	27551.000	659.500	70.000	659.500	0.026	659.500	NaN	659.500	-0.462
661.500	27749.000	661.500	0.000	661.500	-Inf	661.500	-Inf	661.500	-Inf
663.500	27830.000	663.500	74.000	663.500	0.256	663.500	NaN	663.500	-0.283
665.500	27801.000	665.500	191.000	665.500	0.064	665.500	NaN	665.500	0.436
667.500	27930.000	667.500	50.000	667.500	NaN	667.500	-0.215	667.500	-0.611
669.500	27816.000	669.500	37.000	669.500	0.188	669.500	-0.549	669.500	-0.737
671.400	27992.000	671.400	0.000	671.400	-Inf	671.400	-Inf	671.400	-Inf
673.400	27997.000	673.400	25.000	673.400	-0.158	673.400	-0.265	673.400	-0.980
675.400	28200.000	675.400	62.000	675.400	-0.495	675.400	-0.513	675.400	-0.554
677.400	28018.000	677.400	16.000	677.400	0.505	677.400	-1.110	677.400	-1.171
679.400	28095.000	679.400	33.000	679.400	NaN	679.400	-0.406	679.400	-0.922
681.400	27928.000	681.400	131.000	681.400	NaN	681.400	0.017	681.400	-0.010
683.400	27553.000	683.400	21.000	683.400	NaN	683.400	-0.463	683.400	-1.142
685.300	27407.000	685.300	61.000	685.300	NaN	685.300	-0.149	685.300	-0.662
687.300	27129.000	687.300	106.000	687.300	-0.050	687.300	NaN	687.300	-0.383
689.300	27087.000	689.300	252.000	689.300	NaN	689.300	1.360	689.300	-0.064
691.300	27298.000	691.300	28.000	691.300	NaN	691.300	NaN	691.300	-0.991
693.300	27535.000	693.300	7.000	693.300	NaN	693.300	NaN	693.300	-1.155
695.300	27821.000	695.300	71.000	695.300	-0.289	695.300	-0.178	695.300	-0.259
697.200	27820.000	697.200	107.000	697.200	-0.057	697.200	NaN	697.200	-0.068
699.200	28414.000	699.200	0.000	699.200	NaN	699.200	NaN	699.200	-Inf
701.200	29191.000	701.200	57.000	701.200	-0.414	701.200	NaN	701.200	-0.786
703.200	30369.000	703.200	129.000	703.200	0.081	703.200	0.010	703.200	-0.404
705.200	31427.000	705.200	50.000	705.200	0.523	705.200	-0.330	705.200	-0.471
707.200	32631.000	707.200	92.000	707.200	NaN	707.200	NaN	707.200	-0.539
709.200	32734.000	709.200	0.000	709.200	-Inf	709.200	-Inf	709.200	-Inf
711.100	32214.000	711.100	0.000	711.100	-Inf	711.100	NaN	711.100	-Inf
713.100	30670.000	713.100	216.000	713.100	0.857	713.100	0.496	713.100	0.489
715.100	29311.000	715.100	41.000	715.100	-0.599	715.100	-0.050	715.100	-0.930
717.100	28099.000	717.100	72.000	717.100	-0.062	717.100	NaN	717.100	-0.491
719.100	27580.000	719.100	20.000	719.100	-0.982	719.100	-0.813	719.100	NaN
721.100	27013.000	721.100	204.000	721.100	NaN	721.100	NaN	721.100	0.092
723.000	26852.000	723.000	32.000	723.000	1.028	723.000	-0.499	723.000	-1.067
725.000	26608.000	725.000	190.000	725.000	NaN	725.000	0.598	725.000	-0.124
727.000	26972.000	727.000	0.000	727.000	NaN	727.000	-Inf	727.000	-Inf
729.000	27326.000	729.000	21.000	729.000	0.146	729.000	NaN	729.000	-0.998
731.000	27727.000	731.000	26.000	731.000	-0.728	731.000	-0.504	731.000	-0.937
733.000	28245.000	733.000	28.000	733.000	0.146	733.000	-0.439	733.000	-0.030
734.900	28863.000	734.900	104.000	734.900	-0.062	734.900	-0.301	734.900	-0.448
736.900	29150.000	736.900	74.000	736.900	0.313	736.900	NaN	736.900	0.869
738.900	29346.000	738.900	216.000	738.900	0.330	738.900	0.431	738.900	-0.229
740.900	29452.000	740.900	149.000	740.900	0.144	740.900	0.328	740.900	-0.060
742.900	29553.000	742.900	131.000	742.900	NaN	742.900	0.158	742.900	0.126
744.900	29725.000	744.900	141.000	744.900	0.547	744.900	1.304	744.900	-0.250
746.800	29320.000	746.800	225.000	746.800	NaN	746.800	0.513	746.800	-0.089
748.800	28931.000	748.800	245.000	748.800	NaN	748.800	NaN	748.800	0.450
750.800	28828.000	750.800	148.000	750.800	0.037	750.800	1.129	750.800	0.385
752.800	28269.000	752.800	31.000	752.800	NaN	752.800	-0.676	752.800	-0.752
754.800	27016.000	754.800	0.000	754.800	-Inf	754.800	-Inf	754.800	-Inf
756.800	24626.000	756.800	85.000	756.800	0.587	756.800	NaN	756.800	-0.342
758.800	22253.000	758.800	1.000	758.800	NaN	758.800	NaN	758.800	-2.350
760.700	20384.000	760.700	58.000	760.700	-0.181	760.700	NaN	760.700	-0.112
762.700	20036.000	762.700	4.000	762.700	-1.607	762.700	NaN	762.700	-1.607
764.700	21023.000	764.700	33.000	764.700	0.104	764.700	-0.564	764.700	-0.357
766.700	22596.000	766.700	0.000	766.700	-Inf	766.700	-Inf	766.700	-Inf
768.700	23432.000	768.700	27.000	768.700	1.431	768.700	0.255	768.700	-0.958
770.700	23907.000	770.700	101.000	770.700	NaN	770.700	-0.071	770.700	-0.332
772.600	24253.000	772.600	0.000	772.600	-Inf	772.600	NaN	772.600	-Inf
774.600	24044.000	774.600	113.000	774.600	-0.047	774.600	0.939	774.600	0.190
776.600	24038.000	776.600	67.000	776.600	-0.043	776.600	NaN	776.600	-0.249
778.600	23850.000	778.600	37.000	778.600	-0.238	778.600	NaN	778.600	-0.782
780.600	23537.000	780.600	157.000	780.600	NaN	780.600	0.023	780.600	-0.277
782.600	23355.000	782.600	29.000	782.600	-0.278	782.600	-0.934	782.600	-0.567
784.500	22813.000	784.500	160.000	784.500	0.464	784.500	0.789	784.500	0.204
786.500	22541.000	786.500	71.000	786.500	0.772	786.500	NaN	786.500	NaN
788.500	21878.000	788.500	71.000	788.500	0.271	788.500	NaN	788.500	-0.465
790.500	21364.000	790.500	64.000	790.500	NaN	790.500	NaN	790.500	-0.133
792.500	21082.000	792.500	0.000	792.500	NaN	792.500	NaN	792.500	-Inf
794.500	20670.000	794.500	73.000	794.500	NaN	794.500	1.018	794.500	-0.091
796.400	20463.000	796.400	0.000	796.400	-Inf	796.400	-Inf	796.400	-Inf
798.400	20112.000	798.400	0.000	798.400	-Inf	798.400	-Inf	798.400	-Inf
800.400	19737.000	800.400	27.000	800.400	NaN	800.400	-0.250	800.400	-0.523
802.400	19435.000	802.400	99.000	802.400	0.383	802.400	0.288	802.400	0.004
804.400	19248.000	804.400	74.000	804.400	NaN	804.400	1.568	804.400	-0.104
806.300	18937.000	806.300	4.000	806.300	-0.352	806.300	-1.495	806.300	-1.183
808.300	18730.000	808.300	0.000	808.300	-Inf	808.300	NaN	808.300	-Inf
810.300	18156.000	810.300	0.000	810.300	-Inf	810.300	NaN	810.300	-Inf
812.300	17382.000	812.300	12.000	812.300	-0.301	812.300	NaN	812.300	-0.966
814.300	16835.000	814.300	21.000	814.300	-0.040	814.300	-0.510	814.300	-0.547
816.300	16251.000	816.300	0.000	816.300	NaN	816.300	-Inf	816.300	-Inf
818.200	16161.000	818.200	24.000	818.200	-0.446	818.200	-0.018	818.200	-0.452
820.200	15950.000	820.200	64.000	820.200	0.505	820.200	NaN	820.200	-0.364
822.200	15770.000	822.200	38.000	822.200	-0.429	822.200	0.048	822.200	-0.033
824.200	15808.000	824.200	24.000	824.200	NaN	824.200	-0.067	824.200	-0.273
826.200	15713.000	826.200	0.000	826.200	NaN	826.200	NaN	826.200	-Inf
828.200	15775.000	828.200	0.000	828.200	NaN	828.200	-Inf	828.200	-Inf
830.100	15623.000	830.100	2.000	830.100	-1.407	830.100	-1.477	830.100	-1.041
832.100	15495.000	832.100	103.000	832.100	0.063	832.100	1.314	832.100	NaN
834.100	15667.000	834.100	0.000	834.100	-Inf	834.100	NaN	834.100	-Inf
836.100	15502.000	836.100	0.000	836.100	-Inf	836.100	NaN	836.100	-Inf
838.100	15509.000	838.100	126.000	838.100	0.447	838.100	0.083	838.100	0.067
840.100	15614.000	840.100	24.000	840.100	NaN	840.100	-0.360	840.100	-0.419
842.000	15391.000	842.000	41.000	842.000	NaN	842.000	NaN	842.000	NaN
844.000	15317.000	844.000	22.000	844.000	-0.189	844.000	-0.019	844.000	-0.544
846.000	15297.000	846.000	7.000	846.000	-0.862	846.000	NaN	846.000	-1.094
848.000	15122.000	848.000	48.000	848.000	NaN	848.000	-0.075	848.000	-0.227
850.000	14975.000	850.000	0.000	850.000	-Inf	850.000	NaN	850.000	-Inf
851.900	14801.000	851.900	15.000	851.900	NaN	851.900	NaN	851.900	0.097
853.900	14617.000	853.900	0.000	853.900	-Inf	853.900	-Inf	853.900	-Inf
855.900	14575.000	855.900	0.000	855.900	-Inf	855.900	-Inf	855.900	-Inf
857.900	14467.000	857.900	65.000	857.900	-0.013	857.900	0.451	857.900	-0.351
859.900	14566.000	859.900	0.000	859.900	-Inf	859.900	-Inf	859.900	NaN
861.900	14330.000	861.900	0.000	861.900	NaN	861.900	NaN	861.900	-Inf
863.800	14291.000	863.800	109.000	863.800	0.923	863.800	0.532	863.800	0.313
865.800	14165.000	865.800	14.000	865.800	0.243	865.800	NaN	865.800	-0.109
867.800	13962.000	867.800	84.000	867.800	0.322	867.800	NaN	867.800	NaN
869.800	14095.000	869.800	0.000	869.800	-Inf	869.800	-Inf	869.800	-Inf
871.800	13913.000	871.800	39.000	871.800	0.746	871.800	0.477	871.800	0.100
873.800	13837.000	873.800	85.000	873.800	-0.146	873.800	0.043	873.800	NaN
875.700	13831.000	875.700	0.000	875.700	-Inf	875.700	-Inf	875.700	NaN
877.700	13742.000	877.700	0.000	877.700	NaN	877.700	NaN	877.700	-Inf
879.700	13700.000	879.700	0.000	879.700	NaN	879.700	NaN	879.700	-Inf
881.700	13477.000	881.700	2.000	881.700	NaN	881.700	-0.699	881.700	NaN
883.700	13292.000	883.700	35.000	883.700	0.097	883.700	NaN	883.700	-0.180
885.600	13352.000	885.600	52.000	885.600	0.675	885.600	NaN	885.600	0.461
887.600	13164.000	887.600	58.000	887.600	0.918	887.600	NaN	887.600	0.809
889.600	13245.000	889.600	0.000	889.600	-Inf	889.600	NaN	889.600	NaN
891.600	13072.000	891.600	0.000	891.600	-Inf	891.600	-Inf	891.600	-Inf
893.600	12739.000	893.600	0.000	893.600	NaN	893.600	NaN	893.600	NaN
895.600	12371.000	895.600	25.000	895.600	-0.225	895.600	-0.121	895.600	0.119
897.500	12191.000	897.500	0.000	897.500	-Inf	897.500	NaN	897.500	NaN
899.500	12037.000	899.500	0.000	899.500	-Inf	899.500	-Inf	899.500	NaN
901.500	11974.000	901.500	0.000	901.500	-Inf	901.500	-Inf	901.500	NaN
903.500	11864.000	903.500	0.000	903.500	NaN	903.500	-Inf	903.500	NaN
905.500	11921.000	905.500	0.000	905.500	NaN	905.500	NaN	905.500	NaN
907.400	11698.000	907.400	36.000	907.400	0.857	907.400	NaN	907.400	-0.363
909.400	11615.000	909.400	0.000	909.400	NaN	909.400	-Inf	909.400	-Inf
911.400	11522.000	911.400	0.000	911.400	-Inf	911.400	-Inf	911.400	NaN
913.400	11431.000	913.400	0.000	913.400	-Inf	913.400	NaN	913.400	-Inf
915.400	11464.000	915.400	0.000	915.400	-Inf	915.400	NaN	915.400	NaN
917.300	11431.000	917.300	0.000	917.300	-Inf	917.300	NaN	917.300	NaN
919.300	11405.000	919.300	0.000	919.300	-Inf	919.300	NaN	919.300	-Inf
921.300	11392.000	921.300	8.000	921.300	-0.376	921.300	NaN	921.300	NaN
923.300	11398.000	923.300	0.000	923.300	-Inf	923.300	NaN	923.300	NaN
925.300	11252.000	925.300	0.000	925.300	-Inf	925.300	-Inf	925.300	NaN
927.300	11055.000	927.300	1.000	927.300	NaN	927.300	-1.362	927.300	NaN
929.200	10711.000	929.200	1.000	929.200	-1.505	929.200	NaN	929.200	NaN
931.200	10549.000	931.200	0.000	931.200	-Inf	931.200	NaN	931.200	-Inf
933.200	10339.000	933.200	1.000	933.200	NaN	933.200	Inf	933.200	-1.322
935.200	10251.000	935.200	0.000	935.200	NaN	935.200	-Inf	935.200	-Inf
937.200	10221.000	937.200	0.000	937.200	NaN	937.200	NaN	937.200	-Inf
939.100	10149.000	939.100	0.000	939.100	-Inf	939.100	NaN	939.100	-Inf
941.100	10171.000	941.100	0.000	941.100	NaN	941.100	NaN	941.100	-Inf
943.100	10107.000	943.100	7.000	943.100	0.368	943.100	-0.410	943.100	NaN
945.100	10169.000	945.100	0.000	945.100	NaN	945.100	NaN	945.100	NaN
947.100	10167.000	947.100	0.000	947.100	NaN	947.100	-Inf	947.100	-Inf
949.000	10169.000	949.000	5.000	949.000	-0.973	949.000	NaN	949.000	-0.748
951.000	10157.000	951.000	0.000	951.000	-Inf	951.000	NaN	951.000	-Inf
953.000	10128.000	953.000	18.000	953.000	NaN	953.000	0.477	953.000	NaN
955.000	10265.000	955.000	0.000	955.000	-Inf	955.000	-Inf	955.000	NaN
957.000	10308.000	957.000	0.000	957.000	-Inf	957.000	NaN	957.000	NaN
958.900	10235.000	958.900	0.000	958.900	-Inf	958.900	-Inf	958.900	-Inf
960.900	10212.000	960.900	19.000	960.900	NaN	960.900	NaN	960.900	-0.064
962.900	10265.000	962.900	0.000	962.900	-Inf	962.900	NaN	962.900	-Inf
964.900	10269.000	964.900	0.000	964.900	-Inf	964.900	NaN	964.900	NaN
966.900	10342.000	966.900	0.000	966.900	NaN	966.900	NaN	966.900	NaN
968.900	10431.000	968.900	0.000	968.900	NaN	968.900	NaN	968.900	NaN
970.800	10346.000	970.800	15.000	970.800	-0.186	970.800	-0.342	970.800	NaN
972.800	10446.000	972.800	0.000	972.800	-Inf	972.800	NaN	972.800	NaN
974.800	10427.000	974.800	0.000	974.800	-Inf	974.800	NaN	974.800	NaN
976.800	10494.000	976.800	0.000	976.800	-Inf	976.800	-Inf	976.800	NaN
978.800	10434.000	978.800	0.000	978.800	-Inf	978.800	NaN	978.800	-Inf
980.700	10372.000	980.700	0.000	980.700	-Inf	980.700	-Inf	980.700	NaN
982.700	10417.000	982.700	0.000	982.700	-Inf	982.700	NaN	982.700	-Inf
984.700	10380.000	984.700	1.000	984.700	-0.602	984.700	NaN	984.700	-1.653
986.700	10343.000	986.700	18.000	986.700	NaN	986.700	NaN	986.700	0.255
988.700	10470.000	988.700	0.000	988.700	NaN	988.700	NaN	988.700	-Inf
990.600	10411.000	990.600	0.000	990.600	NaN	990.600	-Inf	990.600	-Inf
992.600	10316.000	992.600	6.000	992.600	0.778	992.600	NaN	992.600	NaN
994.600	10305.000	994.600	0.000	994.600	-Inf	994.600	-Inf	994.600	-Inf
996.600	10430.000	996.600	4.000	996.600	-1.284	996.600	-0.301	996.600	-0.243
998.600	10244.000	998.600	0.000	998.600	-Inf	998.600	-Inf	998.600	NaN
1000.500	10304.000	1000.500	0.000	1000.500	-Inf	1000.500	NaN	1000.500	-Inf
1002.500	10161.000	1002.500	0.000	1002.500	-Inf	1002.500	NaN	1002.500	NaN
1004.500	10241.000	1004.500	8.000	1004.500	0.903	1004.500	NaN	1004.500	NaN
1006.500	10149.000	1006.500	0.000	1006.500	NaN	1006.500	NaN	1006.500	NaN
1008.500	10124.000	1008.500	0.000	1008.500	-Inf	1008.500	-Inf	1008.500	-Inf
1010.400	10139.000	1010.400	0.000	1010.400	NaN	1010.400	NaN	1010.400	NaN
1012.400	10257.000	1012.400	0.000	1012.400	-Inf	1012.400	NaN	1012.400	NaN
1014.400	9982.000	1014.400	0.000	1014.400	NaN	1014.400	-Inf	1014.400	NaN
1016.400	10176.000	1016.400	0.000	1016.400	-Inf	1016.400	NaN	1016.400	NaN
1018.400	10123.000	1018.400	0.000	1018.400	NaN	1018.400	NaN	1018.400	-Inf
1020.300	10078.000	1020.300	0.000	1020.300	NaN	1020.300	NaN	1020.300	NaN
1022.300	9928.000	1022.300	0.000	1022.300	NaN	1022.300	NaN	1022.300	NaN
1024.300	9929.000	1024.300	0.000	1024.300	-Inf	1024.300	NaN	1024.300	-Inf
1026.300	9933.000	1026.300	0.000	1026.300	-Inf	1026.300	-Inf	1026.300	NaN
1028.300	9826.000	1028.300	0.000	1028.300	-Inf	1028.300	NaN	1028.300	NaN
1030.200	9830.000	1030.200	0.000	1030.200	-Inf	1030.200	NaN	1030.200	NaN
1032.200	9882.000	1032.200	0.000	1032.200	-Inf	1032.200	-Inf	1032.200	NaN
1034.200	9880.000	1034.200	0.000	1034.200	-Inf	1034.200	NaN	1034.200	NaN
1036.200	9798.000	1036.200	0.000	1036.200	NaN	1036.200	NaN	1036.200	NaN
1038.200	9744.000	1038.200	0.000	1038.200	-Inf	1038.200	NaN	1038.200	NaN
1040.100	9694.000	1040.100	0.000	1040.100	NaN	1040.100	NaN	1040.100	NaN
1042.100	9755.000	1042.100	0.000	1042.100	-Inf	1042.100	-Inf	1042.100	-Inf
1044.100	9763.000	1044.100	0.000	1044.100	-Inf	1044.100	NaN	1044.100	NaN
1046.100	9656.000	1046.100	0.000	1046.100	-Inf	1046.100	NaN	1046.100	NaN
1048.100	9759.000	1048.100	0.000	1048.100	-Inf	1048.100	NaN	1048.100	NaN
1050.000	9610.000	1050.000	1.000	1050.000	NaN	1050.000	NaN	1050.000	NaN
1052.000	9634.000	1052.000	0.000	1052.000	-Inf	1052.000	NaN	1052.000	NaN
1054.000	9657.000	1054.000	0.000	1054.000	-Inf	1054.000	NaN	1054.000	NaN
1056.000	9649.000	1056.000	0.000	1056.000	-Inf	1056.000	-Inf	1056.000	NaN
1057.900	9622.000	1057.900	0.000	1057.900	NaN	1057.900	NaN	1057.900	NaN
1059.900	9641.000	1059.900	0.000	1059.900	-Inf	1059.900	NaN	1059.900	NaN
1061.900	9617.000	1061.900	0.000	1061.900	NaN	1061.900	NaN	1061.900	NaN
1063.900	9613.000	1063.900	0.000	1063.900	NaN	1063.900	NaN	1063.900	NaN
1065.900	9572.000	1065.900	0.000	1065.900	NaN	1065.900	NaN	1065.900	NaN
1067.800	9579.000	1067.800	0.000	1067.800	NaN	1067.800	NaN	1067.800	NaN
1069.800	9590.000	1069.800	0.000	1069.800	NaN	1069.800	NaN	1069.800	NaN
1071.800	9641.000	1071.800	4.000	1071.800	Inf	1071.800	-0.699	1071.800	NaN
1073.800	9473.000	1073.800	0.000	1073.800	-Inf	1073.800	NaN	1073.800	NaN
1075.800	9600.000	1075.800	0.000	1075.800	NaN	1075.800	NaN	1075.800	NaN
1077.700	9564.000	1077.700	3.000	1077.700	NaN	1077.700	0.477	1077.700	NaN
1079.700	9557.000	1079.700	0.000	1079.700	-Inf	1079.700	NaN	1079.700	NaN
1081.700	9709.000	1081.700	0.000	1081.700	-Inf	1081.700	-Inf	1081.700	NaN
1083.700	9581.000	1083.700	0.000	1083.700	NaN	1083.700	NaN	1083.700	NaN
1085.700	9523.000	1085.700	0.000	1085.700	-Inf	1085.700	NaN	1085.700	-Inf
1087.600	9557.000	1087.600	0.000	1087.600	NaN	1087.600	NaN	1087.600	NaN
1089.600	9586.000	1089.600	0.000	1089.600	-Inf	1089.600	NaN	1089.600	NaN
1091.600	9592.000	1091.600	0.000	1091.600	NaN	1091.600	NaN	1091.600	-Inf
1093.600	9643.000	1093.600	0.000	1093.600	-Inf	1093.600	NaN	1093.600	-Inf
1095.600	9595.000	1095.600	0.000	1095.600	NaN	1095.600	NaN	1095.600	NaN
1097.500	9533.000	1097.500	0.000	1097.500	-Inf	1097.500	NaN	1097.500	-Inf
1099.500	9580.000	1099.500	0.000	1099.500	-Inf	1099.500	NaN	1099.500	NaN
1101.500	9545.000	1101.500	0.000	1101.500	NaN	1101.500	NaN	1101.500	NaN
1103.500	9571.000	1103.500	0.000	1103.500	-Inf	1103.500	NaN	1103.500	NaN
1105.400	9529.000	1105.400	0.000	1105.400	-Inf	1105.400	NaN	1105.400	NaN
1107.400	9586.000	1107.400	0.000	1107.400	-Inf	1107.400	NaN	1107.400	NaN
1109.400	9625.000	1109.400	0.000	1109.400	-Inf	1109.400	NaN	1109.400	NaN
1111.400	9676.000	1111.400	0.000	1111.400	NaN	1111.400	NaN	1111.400	NaN
1113.400	9477.000	1113.400	0.000	1113.400	-Inf	1113.400	NaN	1113.400	NaN
1115.300	9529.000	1115.300	0.000	1115.300	NaN	1115.300	NaN	1115.300	NaN
1117.300	9551.000	1117.300	0.000	1117.300	NaN	1117.300	NaN	1117.300	NaN
1119.300	9548.000	1119.300	0.000	1119.300	-Inf	1119.300	NaN	1119.300	NaN
1121.300	9494.000	1121.300	0.000	1121.300	NaN	1121.300	NaN	1121.300	NaN
1123.300	9619.000	1123.300	0.000	1123.300	-Inf	1123.300	NaN	1123.300	-Inf
1125.200	9542.000	1125.200	0.000	1125.200	-Inf	1125.200	NaN	1125.200	NaN
1127.200	9598.000	1127.200	0.000	1127.200	-Inf	1127.200	NaN	1127.200	NaN
1129.200	9518.000	1129.200	0.000	1129.200	-Inf	1129.200	NaN	1129.200	NaN
1131.200	9559.000	1131.200	0.000	1131.200	-Inf	1131.200	NaN	1131.200	NaN
1133.100	9552.000	1133.100	0.000	1133.100	-Inf	1133.100	NaN	1133.100	NaN
1135.100	9593.000	1135.100	0.000	1135.100	-Inf	1135.100	NaN	1135.100	-Inf
1137.100	9549.000	1137.100	0.000	1137.100	-Inf	1137.100	-Inf	1137.100	-Inf
1139.100	9610.000	1139.100	0.000	1139.100	NaN	1139.100	NaN	1139.100	NaN
1141.100	9532.000	1141.100	0.000	1141.100	-Inf	1141.100	NaN	1141.100	NaN
1143.000	9571.000	1143.000	0.000	1143.000	-Inf	1143.000	NaN	1143.000	NaN
1145.000	9631.000	1145.000	0.000	1145.000	-Inf	1145.000	NaN	1145.000	NaN
1147.000	9613.000	1147.000	0.000	1147.000	-Inf	1147.000	NaN	1147.000	NaN
1149.000	9509.000	1149.000	0.000	1149.000	NaN	1149.000	NaN	1149.000	-Inf
1150.900	9654.000	1150.900	0.000	1150.900	NaN	1150.900	NaN	1150.900	NaN
1152.900	9540.000	1152.900	0.000	1152.900	-Inf	1152.900	NaN	1152.900	-Inf
1154.900	9547.000	1154.900	0.000	1154.900	-Inf	1154.900	NaN	1154.900	NaN
1156.900	9625.000	1156.900	0.000	1156.900	-Inf	1156.900	NaN	1156.900	NaN
1158.900	9567.000	1158.900	0.000	1158.900	-Inf	1158.900	NaN	1158.900	NaN
